date,home_team,away_team,tournament,match_year,elo_diff,home_elo,away_elo,home_form_pts,away_form_pts,form_pts_diff,home_form_gf,away_form_gf,home_form_ga,away_form_ga,home_is_host,away_is_host,host_diff,is_knockout,result
1971-11-10,Scotland,Belgium,UEFA Euro qualification,1971,110.0,1852.0,1742.0,0.8,1.2,-0.3999999999999999,0.6,1.6,1.8,1.2,0,0,0,0,Home Win
1971-11-21,Haiti,Mexico,CONCACAF Championship,1971,-218.0,1514.0,1732.0,2.4,1.2,1.2,2.4,1.2,1.6,2.0,0,0,0,0,Draw
1971-11-21,Portugal,Belgium,UEFA Euro qualification,1971,73.0,1815.0,1742.0,0.8,1.2,-0.3999999999999999,0.8,1.4,1.4,0.8,0,0,0,0,Draw
1971-12-01,Netherlands,Scotland,Friendly,1971,-110.0,1742.0,1852.0,0.4,1.2,-0.7999999999999999,0.2,0.8,0.8,1.8,0,0,0,0,Home Win
1971-12-18,Iraq,Jordan,AFC Asian Cup qualification,1971,445.0,1551.0,1106.0,0.8,0.3333333333333333,0.46666666666666673,0.8,0.3333333333333333,1.2,2.0,0,0,0,0,Home Win
1972-01-01,Iraq,Egypt,Palestine Cup,1972,-84.0,1606.0,1690.0,1.2,2.0,-0.8,1.2,1.6,1.2,1.4,0,0,0,0,Draw
1972-01-12,Iraq,Algeria,Palestine Cup,1972,34.0,1606.0,1572.0,1.4,2.0,-0.6000000000000001,1.2,1.6,1.0,1.0,0,0,0,0,Home Win
1972-01-14,Iraq,Egypt,Palestine Cup,1972,-84.0,1606.0,1690.0,2.0,2.0,0.0,1.6,1.4,0.8,1.2,0,0,0,0,Away Win
1972-02-17,Senegal,Morocco,Friendly,1972,-103.0,1590.0,1693.0,1.2,1.2,0.0,0.6,2.0,1.8,1.6,0,0,0,0,Away Win
1972-02-20,Tunisia,Austria,Friendly,1972,-178.0,1616.0,1794.0,0.8,1.4,-0.5999999999999999,0.4,0.6,0.6,0.6,0,0,0,0,Draw
1972-02-29,Morocco,DR Congo,African Cup of Nations,1972,-38.0,1693.0,1731.0,1.8,1.4,0.40000000000000013,2.4,1.2,1.4,0.8,0,0,0,0,Draw
1972-03-24,Saudi Arabia,Qatar,Gulf Cup,1972,205.0,1289.0,1084.0,1.0,0.0,1.0,1.6666666666666667,0.0,3.0,3.0,0,0,0,0,Home Win
1972-04-19,Ghana,Ivory Coast,Friendly,1972,93.0,1708.0,1615.0,2.2,0.2,2.0,2.6,0.8,1.0,2.8,0,0,0,0,Away Win
1972-04-26,Brazil,Paraguay,Friendly,1972,390.0,2141.0,1751.0,1.8,0.6,1.2000000000000002,1.4,0.4,1.0,0.8,0,0,0,0,Home Win
1972-04-26,Switzerland,Sweden,Friendly,1972,-131.0,1714.0,1845.0,1.4,2.4,-1.0,1.8,1.2,1.2,0.2,0,0,0,0,Draw
1972-04-29,England,Germany,UEFA Euro qualification,1972,-6.0,2044.0,2050.0,1.4,2.0,-0.6000000000000001,1.8,3.2,1.6,0.6,0,0,0,0,Away Win
1972-05-07,South Korea,Iraq,AFC Asian Cup,1972,-7.0,1599.0,1606.0,2.0,1.4,0.6000000000000001,1.2,1.4,0.8,1.2,0,0,0,0,Draw
1972-05-09,Iran,Iraq,AFC Asian Cup,1972,13.0,1619.0,1606.0,0.8,1.6,-0.8,0.8,1.2,1.2,0.8,0,0,0,0,Home Win
1972-05-13,Germany,England,UEFA Euro qualification,1972,6.0,2050.0,2044.0,2.4,1.4,1.0,3.6,2.0,0.6,2.0,0,0,0,0,Draw
1972-05-19,Iran,South Korea,AFC Asian Cup,1972,20.0,1619.0,1599.0,1.2,2.0,-0.8,1.2,1.0,1.0,0.6,0,0,0,0,Home Win
1972-05-23,Spain,Uruguay,Friendly,1972,48.0,1865.0,1817.0,2.2,0.2,2.0,1.2,0.4,0.4,1.4,0,0,0,0,Home Win
1972-05-25,Argentina,Paraguay,Friendly,1972,123.0,1874.0,1751.0,1.8,0.4,1.4,1.2,0.8,0.8,1.4,0,0,0,0,Draw
1972-05-27,Scotland,England,British Home Championship,1972,-285.0,1759.0,2044.0,1.2,1.6,-0.40000000000000013,1.0,1.6,1.6,1.4,0,0,0,0,Away Win
1972-06-05,Tunisia,Algeria,Friendly,1972,44.0,1616.0,1572.0,1.0,1.8,-0.8,1.0,1.6,1.0,1.4,0,0,0,0,Home Win
1972-06-10,Austria,Sweden,FIFA World Cup qualification,1972,-51.0,1794.0,1845.0,1.6,2.0,-0.3999999999999999,1.2,1.2,1.0,0.4,0,0,0,0,Home Win
1972-06-11,Ecuador,Portugal,Brazil Independence Cup,1972,-352.0,1443.0,1795.0,0.6,0.8,-0.20000000000000007,1.2,0.8,2.0,1.4,0,0,0,0,Away Win
1972-06-14,Belgium,Germany,UEFA Euro,1972,-241.0,1809.0,2050.0,1.4,2.0,-0.6000000000000001,1.6,3.0,0.8,0.6,0,0,0,0,Away Win
1972-06-14,Iran,Portugal,Brazil Independence Cup,1972,-176.0,1619.0,1795.0,1.8,1.4,0.40000000000000013,1.4,1.4,0.8,1.2,0,0,0,0,Away Win
1972-06-14,Norway,Uruguay,Friendly,1972,-350.0,1467.0,1817.0,0.0,0.2,-0.2,0.6,0.4,4.0,1.6,0,0,0,0,Away Win
1972-06-18,Colombia,France,Brazil Independence Cup,1972,-373.0,1411.0,1784.0,0.0,2.0,-2.0,0.6,2.2,3.0,1.8,0,0,0,0,Away Win
1972-06-21,Ecuador,Iran,Brazil Independence Cup,1972,-176.0,1443.0,1619.0,0.0,1.8,-1.8,0.4,1.4,2.4,1.2,0,0,0,0,Draw
1972-06-22,Argentina,Colombia,Brazil Independence Cup,1972,463.0,1874.0,1411.0,1.4,0.0,1.4,1.0,1.0,0.8,3.2,0,0,0,0,Home Win
1972-06-25,Argentina,France,Brazil Independence Cup,1972,90.0,1874.0,1784.0,1.4,2.0,-0.6000000000000001,1.6,2.4,1.0,2.0,0,0,0,0,Draw
1972-06-29,Argentina,Portugal,Brazil Independence Cup,1972,79.0,1874.0,1795.0,1.4,2.0,-0.6000000000000001,1.4,2.0,0.8,0.6,0,0,0,0,Away Win
1972-07-02,Portugal,Uruguay,Brazil Independence Cup,1972,-22.0,1795.0,1817.0,2.0,0.8,1.2,2.2,0.4,0.8,1.0,0,0,0,0,Draw
1972-07-05,Brazil,Scotland,Brazil Independence Cup,1972,382.0,2141.0,1759.0,1.8,1.2,0.6000000000000001,1.6,1.0,1.2,1.4,0,0,0,0,Home Win
1972-07-06,Argentina,Uruguay,Brazil Independence Cup,1972,57.0,1874.0,1817.0,1.2,1.0,0.19999999999999996,1.4,0.6,1.2,1.0,0,0,0,0,Home Win
1972-07-09,Brazil,Portugal,Brazil Independence Cup,1972,346.0,2141.0,1795.0,2.2,2.2,0.0,1.6,2.2,1.0,0.6,0,0,0,0,Home Win
1972-07-26,Japan,South Korea,Merdeka Tournament,1972,-70.0,1529.0,1599.0,0.6,1.4,-0.7999999999999999,1.0,1.0,1.6,1.0,0,0,0,0,Away Win
1972-08-20,Canada,United States,CONCACAF Championship qualification,1972,86.0,1551.0,1465.0,1.2,0.6,0.6,1.4,0.6,2.0,1.8,0,0,0,0,Home Win
1972-08-24,Canada,Mexico,CONCACAF Championship qualification,1972,-203.0,1551.0,1754.0,1.8,1.4,0.40000000000000013,2.0,1.2,1.8,1.8,0,0,0,0,Away Win
1972-08-29,United States,Canada,CONCACAF Championship qualification,1972,-86.0,1465.0,1551.0,0.6,1.8,-1.2000000000000002,0.6,2.0,1.4,1.6,0,0,0,0,Draw
1972-09-03,Mexico,United States,CONCACAF Championship qualification,1972,289.0,1754.0,1465.0,1.4,0.8,0.5999999999999999,0.6,1.0,1.4,1.6,0,0,0,0,Home Win
1972-09-06,Mexico,Canada,CONCACAF Championship qualification,1972,203.0,1754.0,1551.0,1.4,1.4,0.0,1.0,1.8,1.6,1.6,0,0,0,0,Home Win
1972-09-10,United States,Mexico,CONCACAF Championship qualification,1972,-289.0,1465.0,1754.0,0.2,2.0,-1.8,1.0,1.2,2.2,1.4,0,0,0,0,Away Win
1972-09-14,Japan,South Korea,Friendly,1972,-70.0,1529.0,1599.0,0.4,1.4,-0.9999999999999999,0.6,1.2,1.8,0.8,0,0,0,0,Draw
1972-09-17,Norway,Sweden,Nordic Championship,1972,-378.0,1467.0,1845.0,0.0,1.4,-1.4,0.6,1.0,3.4,0.8,0,0,0,0,Away Win
1972-10-04,Algeria,Turkey,Friendly,1972,-29.0,1572.0,1601.0,1.2,1.0,0.19999999999999996,1.6,1.0,2.0,1.8,0,0,0,0,Home Win
1972-10-04,Norway,Belgium,FIFA World Cup qualification,1972,-342.0,1467.0,1809.0,0.0,1.4,-1.4,0.6,1.6,3.4,0.8,0,0,0,0,Away Win
1972-10-09,Australia,New Zealand,Friendly,1972,222.0,1661.0,1439.0,2.2,0.2,2.0,1.8,1.8,1.0,3.6,0,0,0,0,Home Win
1972-10-11,Spain,Argentina,Friendly,1972,-9.0,1865.0,1874.0,2.2,1.6,0.6000000000000001,1.4,1.2,0.4,0.8,0,0,0,0,Home Win
1972-10-22,South Korea,Australia,Friendly,1972,-62.0,1599.0,1661.0,1.0,2.2,-1.2000000000000002,1.2,1.8,1.2,1.0,0,0,0,0,Draw
1972-10-24,South Korea,Australia,Friendly,1972,-62.0,1599.0,1661.0,1.2,1.8,-0.6000000000000001,1.4,1.6,1.0,1.0,0,0,0,0,Away Win
1972-11-01,Netherlands,Norway,FIFA World Cup qualification,1972,299.0,1766.0,1467.0,1.0,0.0,1.0,0.6,0.4,0.8,2.4,0,0,0,0,Home Win
1972-11-15,Germany,Switzerland,Friendly,1972,336.0,2050.0,1714.0,2.0,1.6,0.3999999999999999,2.0,2.0,0.6,1.2,0,0,0,0,Home Win
1972-11-16,Tunisia,Algeria,Friendly,1972,44.0,1616.0,1572.0,1.4,1.2,0.19999999999999996,1.6,1.2,1.2,1.8,0,0,0,0,Away Win
1972-11-19,Belgium,Netherlands,FIFA World Cup qualification,1972,43.0,1809.0,1766.0,1.4,1.6,-0.20000000000000018,1.4,2.2,0.8,0.4,0,0,0,0,Draw
1972-11-19,Morocco,Senegal,FIFA World Cup qualification,1972,103.0,1693.0,1590.0,2.0,1.2,0.8,2.4,0.8,1.0,2.0,0,0,0,0,Draw
1972-12-03,Senegal,Morocco,FIFA World Cup qualification,1972,-103.0,1590.0,1693.0,0.8,1.6,-0.8,0.4,1.8,1.8,1.0,0,0,0,0,Away Win
1972-12-08,Egypt,Tunisia,FIFA World Cup qualification,1972,74.0,1690.0,1616.0,2.0,1.2,0.8,1.8,1.8,1.4,1.6,0,0,0,0,Home Win
1972-12-14,Haiti,Curaçao,Friendly,1972,192.0,1590.0,1398.0,2.6,0.4,2.2,1.8,0.6,0.4,2.4,0,0,0,0,Home Win
1972-12-17,Haiti,Curaçao,Friendly,1972,192.0,1590.0,1398.0,2.6,0.4,2.2,1.4,0.6,0.0,2.0,0,0,0,0,Home Win
1972-12-17,Tunisia,Egypt,FIFA World Cup qualification,1972,-74.0,1616.0,1690.0,1.0,2.0,-1.0,2.0,1.6,2.0,1.4,0,0,0,0,Home Win
1973-01-12,Ghana,Algeria,All-African Games,1973,48.0,1624.0,1576.0,1.6,1.8,-0.19999999999999996,2.4,1.6,1.2,1.4,0,0,0,0,Home Win
1973-01-16,Egypt,Ghana,All-African Games,1973,73.0,1697.0,1624.0,2.0,1.6,0.3999999999999999,1.6,2.2,1.2,1.2,0,0,0,0,Home Win
1973-02-06,Mexico,Argentina,Friendly,1973,-70.0,1808.0,1878.0,2.6,1.4,1.2000000000000002,1.6,1.2,0.6,1.0,0,0,0,0,Home Win
1973-02-11,Tunisia,Ivory Coast,FIFA World Cup qualification,1973,-6.0,1641.0,1647.0,1.4,0.8,0.5999999999999999,2.0,1.0,1.6,2.4,0,0,0,0,Draw
1973-02-14,Germany,Argentina,Friendly,1973,268.0,2146.0,1878.0,2.6,0.8,1.8,3.0,0.4,0.6,1.2,0,0,0,0,Away Win
1973-02-14,Scotland,England,Friendly,1973,-173.0,1840.0,2013.0,1.2,1.6,-0.40000000000000013,0.8,1.2,1.0,1.2,0,0,0,0,Away Win
1973-02-14,Turkey,Algeria,Friendly,1973,-20.0,1556.0,1576.0,0.4,1.2,-0.7999999999999999,0.4,1.0,2.0,1.8,0,0,0,0,Home Win
1973-02-17,Morocco,Senegal,Friendly,1973,103.0,1658.0,1555.0,1.6,0.8,0.8,1.6,0.6,1.2,1.4,0,0,0,0,Home Win
1973-02-25,Ivory Coast,Tunisia,FIFA World Cup qualification,1973,6.0,1647.0,1641.0,1.0,1.4,-0.3999999999999999,1.2,1.6,2.0,1.2,0,0,0,0,Home Win
1973-03-03,France,Portugal,Friendly,1973,-118.0,1792.0,1910.0,1.6,2.0,-0.3999999999999999,1.6,2.0,1.4,0.6,0,0,0,0,Away Win
1973-03-04,New Zealand,Australia,FIFA World Cup qualification,1973,-255.0,1450.0,1705.0,0.2,2.2,-2.0,1.8,1.8,3.4,0.8,0,0,0,0,Draw
1973-03-11,Australia,Iraq,FIFA World Cup qualification,1973,152.0,1705.0,1553.0,2.2,1.0,1.2000000000000002,1.8,0.8,0.8,1.4,0,0,0,0,Home Win
1973-03-13,Iraq,New Zealand,FIFA World Cup qualification,1973,103.0,1553.0,1450.0,0.8,0.4,0.4,1.0,1.8,2.0,2.8,0,0,0,0,Home Win
1973-03-16,Australia,New Zealand,FIFA World Cup qualification,1973,255.0,1705.0,1450.0,2.2,0.4,1.8000000000000003,2.0,1.4,0.8,2.6,0,0,0,0,Draw
1973-03-18,Australia,Iraq,FIFA World Cup qualification,1973,152.0,1705.0,1553.0,1.8,0.8,1.0,2.0,0.8,1.2,1.8,0,0,0,0,Draw
1973-03-24,Iraq,New Zealand,FIFA World Cup qualification,1973,103.0,1553.0,1450.0,1.0,0.4,0.6,0.6,1.6,1.2,2.8,0,0,0,0,Home Win
1973-03-28,Austria,Netherlands,Friendly,1973,0.0,1823.0,1823.0,1.6,1.6,0.0,1.4,2.2,1.0,0.4,0,0,0,0,Home Win
1973-04-08,Ghana,Senegal,African Cup of Nations qualification,1973,69.0,1624.0,1555.0,1.4,0.8,0.5999999999999999,2.2,0.8,1.4,1.6,0,0,0,0,Home Win
1973-04-21,Senegal,Ghana,African Cup of Nations qualification,1973,-69.0,1555.0,1624.0,0.2,1.8,-1.6,1.0,2.6,2.2,1.6,0,0,0,0,Home Win
1973-05-02,Netherlands,Spain,Friendly,1973,-57.0,1823.0,1880.0,1.6,2.6,-1.0,2.2,1.6,0.4,0.4,0,0,0,0,Home Win
1973-05-09,Switzerland,Turkey,FIFA World Cup qualification,1973,173.0,1729.0,1556.0,1.0,0.8,0.19999999999999996,1.8,1.0,2.0,1.8,0,0,0,0,Draw
1973-05-12,Haiti,Ecuador,Friendly,1973,182.0,1612.0,1430.0,2.6,0.2,2.4,2.0,0.6,0.2,2.2,0,0,0,0,Away Win
1973-05-15,Haiti,Ecuador,Friendly,1973,182.0,1612.0,1430.0,2.0,0.8,1.2,1.8,1.0,0.6,2.2,0,0,0,0,Home Win
1973-05-17,Argentina,Uruguay,Copa Lipton,1973,89.0,1878.0,1789.0,1.2,1.0,0.19999999999999996,1.0,0.6,1.6,1.0,0,0,0,0,Draw
1973-05-19,England,Scotland,British Home Championship,1973,173.0,2013.0,1840.0,1.6,0.6,1.0,1.6,0.4,0.8,1.8,0,0,0,0,Home Win
1973-05-20,Ivory Coast,Morocco,FIFA World Cup qualification,1973,-11.0,1647.0,1658.0,1.4,2.2,-0.8000000000000003,1.4,1.8,2.0,0.8,0,0,0,0,Draw
1973-05-23,Sweden,Austria,FIFA World Cup qualification,1973,6.0,1829.0,1823.0,1.4,2.2,-0.8000000000000003,1.4,1.6,1.0,0.8,0,0,0,0,Home Win
1973-05-23,Uruguay,Argentina,Copa Newton,1973,-89.0,1789.0,1878.0,1.0,1.4,-0.3999999999999999,0.6,1.0,1.0,1.2,0,0,0,0,Draw
1973-05-27,Haiti,Colombia,Friendly,1973,204.0,1612.0,1408.0,2.0,0.0,2.0,1.8,1.2,0.6,3.8,0,0,0,0,Away Win
1973-05-29,Haiti,Colombia,Friendly,1973,204.0,1612.0,1408.0,1.8,0.6,1.2000000000000002,2.0,1.2,1.0,2.8,0,0,0,0,Home Win
1973-06-03,Algeria,Brazil,Friendly,1973,-566.0,1576.0,2142.0,1.2,2.2,-1.0000000000000002,0.8,1.6,2.0,1.0,0,0,0,0,Away Win
1973-06-03,Morocco,Ivory Coast,FIFA World Cup qualification,1973,11.0,1658.0,1647.0,1.8,1.6,0.19999999999999996,1.4,1.6,0.8,2.0,0,0,0,0,Home Win
1973-06-06,Haiti,Uruguay,Friendly,1973,-177.0,1612.0,1789.0,1.8,1.2,0.6000000000000001,1.8,0.8,1.2,0.8,0,0,0,0,Draw
1973-06-06,Tunisia,Brazil,Friendly,1973,-501.0,1641.0,2142.0,0.8,2.6,-1.8,1.2,1.8,1.4,0.8,0,0,0,0,Away Win
1973-06-13,Austria,Brazil,Friendly,1973,-319.0,1823.0,2142.0,2.0,3.0,-1.0,1.8,2.2,1.2,0.6,0,0,0,0,Draw
1973-06-16,Germany,Brazil,Friendly,1973,4.0,2146.0,2142.0,2.0,2.6,-0.6000000000000001,2.4,1.8,1.2,0.4,0,0,0,0,Away Win
1973-06-21,Colombia,Ecuador,FIFA World Cup qualification,1973,-22.0,1408.0,1430.0,0.6,0.8,-0.20000000000000007,1.2,0.6,2.8,1.6,0,0,0,0,Draw
1973-06-22,Switzerland,Scotland,Friendly,1973,-111.0,1729.0,1840.0,0.6,0.0,0.6,1.0,0.2,2.0,2.0,0,0,0,0,Home Win
1973-06-23,South Korea,Japan,Friendly,1973,67.0,1558.0,1491.0,1.0,0.4,0.6,1.4,0.8,1.4,2.0,0,0,0,0,Home Win
1973-06-24,Colombia,Uruguay,FIFA World Cup qualification,1973,-381.0,1408.0,1789.0,0.8,0.8,0.0,1.4,0.6,2.2,0.8,0,0,0,0,Draw
1973-06-25,Sweden,Brazil,Friendly,1973,-313.0,1829.0,2142.0,1.4,2.6,-1.2000000000000002,1.4,1.8,1.4,0.4,0,0,0,0,Home Win
1973-06-28,Ecuador,Colombia,FIFA World Cup qualification,1973,22.0,1430.0,1408.0,1.0,1.0,0.0,0.8,1.0,1.4,1.6,0,0,0,0,Draw
1973-06-30,Scotland,Brazil,Friendly,1973,-302.0,1840.0,2142.0,0.0,2.0,-2.0,0.0,1.6,1.8,0.6,0,0,0,0,Away Win
1973-07-01,Ecuador,Uruguay,FIFA World Cup qualification,1973,-359.0,1430.0,1789.0,1.2,0.8,0.3999999999999999,1.0,0.4,1.0,0.6,0,0,0,0,Away Win
1973-07-05,Uruguay,Colombia,FIFA World Cup qualification,1973,381.0,1789.0,1408.0,1.4,1.2,0.19999999999999996,0.8,1.0,0.6,1.0,0,0,0,0,Away Win
1973-07-08,Uruguay,Ecuador,FIFA World Cup qualification,1973,359.0,1789.0,1430.0,1.2,1.0,0.19999999999999996,0.6,1.0,0.6,1.2,0,0,0,0,Home Win
1973-07-15,Ghana,Ivory Coast,African Cup of Nations qualification,1973,-23.0,1624.0,1647.0,1.2,1.6,-0.40000000000000013,1.4,1.4,1.4,1.6,0,0,0,0,Away Win
1973-07-29,Ivory Coast,Ghana,African Cup of Nations qualification,1973,23.0,1647.0,1624.0,1.6,1.2,0.40000000000000013,1.6,1.2,1.4,1.6,0,0,0,0,Home Win
1973-08-05,Canada,United States,Friendly,1973,103.0,1545.0,1442.0,0.8,0.2,0.6000000000000001,1.2,1.2,1.6,2.2,0,0,0,0,Away Win
1973-08-05,Ghana,DR Congo,FIFA World Cup qualification,1973,-55.0,1624.0,1679.0,0.6,1.0,-0.4,0.8,1.2,1.8,1.0,0,0,0,0,Home Win
1973-08-12,New Zealand,Iran,Friendly,1973,-129.0,1450.0,1579.0,0.4,2.0,-1.6,1.0,1.6,2.6,1.0,0,0,0,0,Draw
1973-08-15,Algeria,Iraq,Palestine Cup,1973,23.0,1576.0,1553.0,1.2,1.4,-0.19999999999999996,0.6,1.4,1.8,1.2,0,0,0,0,Draw
1973-08-15,Egypt,Tunisia,Palestine Cup,1973,56.0,1697.0,1641.0,2.0,0.8,1.2,1.4,1.2,1.0,1.8,0,0,0,0,Away Win
1973-08-18,Australia,Iran,FIFA World Cup qualification,1973,126.0,1705.0,1579.0,1.8,1.6,0.19999999999999996,1.8,1.2,1.0,1.0,0,0,0,0,Home Win
1973-08-19,DR Congo,Ghana,FIFA World Cup qualification,1973,55.0,1679.0,1624.0,0.4,1.2,-0.7999999999999999,0.4,0.8,1.2,1.4,0,0,0,0,Home Win
1973-08-23,Iraq,Tunisia,Palestine Cup,1973,-88.0,1553.0,1641.0,1.6,1.4,0.20000000000000018,1.4,1.2,0.6,1.4,0,0,0,0,Away Win
1973-08-24,Iran,Australia,FIFA World Cup qualification,1973,-126.0,1579.0,1705.0,1.0,1.8,-0.8,0.6,2.0,1.6,1.0,0,0,0,0,Home Win
1973-08-25,Algeria,Iraq,Palestine Cup,1973,23.0,1576.0,1553.0,0.8,1.6,-0.8,0.4,1.2,1.8,0.4,0,0,0,0,Draw
1973-09-12,Norway,Netherlands,FIFA World Cup qualification,1973,-374.0,1449.0,1823.0,0.0,2.0,-2.0,0.4,2.8,3.6,0.8,0,0,0,0,Away Win
1973-09-16,Paraguay,Argentina,FIFA World Cup qualification,1973,-93.0,1785.0,1878.0,0.4,1.0,-0.6,0.6,1.0,1.2,1.4,0,0,0,0,Draw
1973-09-26,England,Austria,Friendly,1973,190.0,2013.0,1823.0,2.0,1.6,0.3999999999999999,1.6,1.8,0.6,1.4,0,0,0,0,Home Win
1973-10-07,Argentina,Paraguay,FIFA World Cup qualification,1973,93.0,1878.0,1785.0,1.2,0.4,0.7999999999999999,1.2,0.6,1.4,1.2,0,0,0,0,Home Win
1973-10-10,Germany,Austria,Friendly,1973,323.0,2146.0,1823.0,1.4,1.4,0.0,1.8,1.2,1.2,2.2,0,0,0,0,Home Win
1973-10-13,Germany,France,Friendly,1973,354.0,2146.0,1792.0,1.8,1.6,0.19999999999999996,2.6,1.8,1.2,1.4,0,0,0,0,Home Win
1973-10-16,Mexico,United States,Friendly,1973,366.0,1808.0,1442.0,3.0,0.8,2.2,2.0,1.6,0.6,2.0,0,0,0,0,Home Win
1973-10-17,Turkey,Spain,Friendly,1973,-324.0,1556.0,1880.0,0.8,2.0,-1.2,0.8,1.6,1.6,1.0,0,0,0,0,Draw
1973-10-28,Australia,South Korea,FIFA World Cup qualification,1973,147.0,1705.0,1558.0,1.6,1.6,0.0,1.8,1.6,1.2,1.0,0,0,0,0,Draw
1973-10-31,Algeria,Morocco,Friendly,1973,-82.0,1576.0,1658.0,0.4,2.2,-1.8000000000000003,0.0,2.0,1.6,0.8,0,0,0,0,Home Win
1973-10-31,Belgium,Norway,FIFA World Cup qualification,1973,409.0,1858.0,1449.0,1.0,0.0,1.0,0.8,0.4,0.8,3.4,0,0,0,0,Home Win
1973-11-03,Haiti,United States,Friendly,1973,170.0,1612.0,1442.0,1.4,0.8,0.5999999999999999,1.0,1.2,1.0,1.8,0,0,0,0,Home Win
1973-11-05,Haiti,United States,Friendly,1973,170.0,1612.0,1442.0,2.0,0.6,1.4,1.0,0.8,0.6,1.6,0,0,0,0,Home Win
1973-11-10,Haiti,Canada,Friendly,1973,67.0,1612.0,1545.0,2.0,0.8,1.2,1.0,1.2,0.6,1.8,0,0,0,0,Home Win
1973-11-10,South Korea,Australia,FIFA World Cup qualification,1973,-147.0,1558.0,1705.0,1.2,1.2,0.0,1.0,1.2,1.0,1.0,0,0,0,0,Draw
1973-11-12,Haiti,Canada,Friendly,1973,67.0,1612.0,1545.0,2.6,0.2,2.4,1.8,0.8,0.4,2.4,0,0,0,0,Away Win
1973-11-13,Australia,South Korea,FIFA World Cup qualification,1973,147.0,1705.0,1558.0,1.2,1.2,0.0,1.0,1.0,0.8,1.0,0,0,0,0,Home Win
1973-11-14,Scotland,Germany,Friendly,1973,-306.0,1840.0,2146.0,0.0,1.8,-1.8,0.0,2.6,1.8,1.2,0,0,0,0,Draw
1973-11-18,Netherlands,Belgium,FIFA World Cup qualification,1973,-35.0,1823.0,1858.0,2.0,1.6,0.3999999999999999,2.8,1.2,0.8,0.6,0,0,0,0,Draw
1973-11-18,Turkey,Switzerland,FIFA World Cup qualification,1973,-173.0,1556.0,1729.0,1.0,1.2,-0.19999999999999996,0.8,0.8,1.0,1.4,0,0,0,0,Home Win
1973-11-24,Germany,Spain,Friendly,1973,266.0,2146.0,1880.0,1.4,1.6,-0.20000000000000018,1.8,1.4,1.2,1.0,0,0,0,0,Home Win
1973-11-27,Austria,Sweden,FIFA World Cup qualification,1973,-6.0,1823.0,1829.0,0.8,2.0,-1.2,0.8,1.6,3.0,1.2,0,0,0,0,Away Win
1973-12-01,Haiti,Curaçao,CONCACAF Championship,1973,215.0,1612.0,1397.0,2.0,0.2,1.8,1.4,0.6,0.4,2.6,0,0,0,0,Home Win
1973-12-08,Mexico,Curaçao,CONCACAF Championship,1973,411.0,1808.0,1397.0,3.0,0.2,2.8,2.2,0.6,0.6,2.6,0,0,0,0,Home Win
1973-12-09,DR Congo,Morocco,FIFA World Cup qualification,1973,21.0,1679.0,1658.0,1.0,2.0,-1.0,1.2,2.0,1.0,1.2,0,0,0,0,Home Win
1973-12-18,Haiti,Mexico,CONCACAF Championship,1973,-196.0,1612.0,1808.0,2.4,3.0,-0.6000000000000001,2.0,3.2,0.4,0.4,0,0,0,0,Away Win
1974-01-20,Iran,Turkey,Friendly,1974,-75.0,1600.0,1675.0,1.0,1.6,-0.6000000000000001,0.6,1.2,1.4,0.2,0,0,0,0,Away Win
1974-02-22,Iraq,Morocco,Friendly,1974,-53.0,1576.0,1629.0,1.2,1.4,-0.19999999999999996,0.8,1.6,0.4,1.6,0,0,0,0,Draw
1974-02-23,Spain,Germany,Friendly,1974,-226.0,1889.0,2115.0,1.4,2.0,-0.6000000000000001,1.2,1.8,1.0,0.8,0,0,0,0,Home Win
1974-02-24,Iraq,Morocco,Friendly,1974,-53.0,1576.0,1629.0,1.2,1.0,0.19999999999999996,0.8,1.0,0.4,1.4,0,0,0,0,Draw
1974-02-27,Qatar,Morocco,Friendly,1974,-656.0,973.0,1629.0,0.0,1.0,-1.0,0.0,0.8,3.5,1.2,0,0,0,0,Away Win
1974-03-06,Egypt,Ivory Coast,African Cup of Nations,1974,-38.0,1636.0,1674.0,1.8,2.0,-0.19999999999999996,1.4,1.6,1.2,1.2,0,0,0,0,Home Win
1974-03-06,Saudi Arabia,Morocco,Friendly,1974,-313.0,1316.0,1629.0,1.5,1.0,0.5,2.25,0.2,2.25,1.0,0,0,0,0,Draw
1974-03-09,Egypt,DR Congo,African Cup of Nations,1974,-124.0,1636.0,1760.0,1.8,1.6,0.19999999999999996,1.2,1.8,1.0,0.8,0,0,0,0,Away Win
1974-03-16,Qatar,Saudi Arabia,Gulf Cup,1974,-343.0,973.0,1316.0,0.0,1.4,-1.4,0.0,1.8,2.6666666666666665,1.8,0,0,0,0,Away Win
1974-03-23,Haiti,Uruguay,Friendly,1974,-157.0,1613.0,1770.0,1.8,1.6,0.19999999999999996,1.8,1.2,0.6,0.4,0,0,0,0,Away Win
1974-03-25,Haiti,Uruguay,Friendly,1974,-157.0,1613.0,1770.0,1.2,2.0,-0.8,1.6,1.4,0.8,0.4,0,0,0,0,Draw
1974-03-26,Qatar,Saudi Arabia,Gulf Cup,1974,-343.0,973.0,1316.0,0.0,2.0,-2.0,0.0,2.2,2.5,0.4,0,0,0,0,Away Win
1974-03-27,Germany,Scotland,Friendly,1974,307.0,2115.0,1808.0,2.0,0.2,1.8,1.8,0.2,0.8,1.8,0,0,0,0,Home Win
